FID,WD24CD,WD24NM,WD24NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
197,E05001309,Darlaston South,,397140,296379,-2.04361,52.56524,3589341.707,9272.036472,d285fc0c-737a-43dc-a4b0-7eb8c1ba94b3
198,E05001310,Paddock,,403336,297169,-1.9522,52.57234,4621737.094,13360.28713,a0d0f267-4bbf-4301-9944-124a5728ee1d
199,E05001311,Palfrey,,401596,296612,-1.97788,52.56734,3674750.993,10081.15736,f0de9eef-f996-47c3-9646-3c4887c8e017
200,E05001312,Pelsall,,402165,303415,-1.96944,52.6285,5099794.901,12580.8342,854f88c7-43ce-4275-99b9-86883d02eb91
201,E05001313,Pheasey Park Farm,,405461,296347,-1.92086,52.56494,7658337.783,15542.83694,66cf36fc-81f4-4702-ae3f-8cc9d296d313
202,E05001314,Pleck,,399766,297912,-2.00488,52.57903,3559270.634,8321.854757,1b255c8f-b040-43d1-a703-5ed014df8a82
203,E05001315,Rushall-Shelfield,,403595,301559,-1.94833,52.61181,5505687.922,12526.8123,7b196cce-9bdd-4d52-9809-1cc2582c4b5e
204,E05001316,St Matthew's,,401292,298471,-1.98235,52.58406,5675002.588,13712.88838,5013a7c6-1c9e-4886-8baf-e50157175c6d
205,E05001317,Short Heath,,397652,300263,-2.03609,52.60016,3737936.394,9433.581166,73d1a009-37c2-4e7b-a1f1-b75fe17f6cb9
206,E05001318,Streetly,,407355,297292,-1.8929,52.57341,5464281.419,11819.60133,de83fc97-8543-4750-9990-f6bc0ed8b916
207,E05001319,Willenhall North,,397547,301580,-2.03765,52.612,2340446.193,7388.194271,0949ed0a-e9a8-409a-802b-6d3c612a3f55
208,E05001320,Willenhall South,,396506,298588,-2.05299,52.5851,4759463.837,11263.30999,086dbc03-e686-43f9-8bb8-fc076978fdf9
209,E05001341,Baildon,,415123,439667,-1.77159,53.85303,12880893.85,21077.6532,2fb50929-0fe1-42b7-81a5-9c921131c7c2
210,E05001342,Bingley,,411927,441399,-1.8201,53.86868,20164033.31,29659.79992,a51cd5e0-f85d-439a-ab8d-ab8aeffc2291
211,E05001343,Bingley Rural,,407537,435724,-1.887,53.81775,36296238.46,34933.24248,d3ee0192-9dde-486f-a966-27b63cd75fa5
212,E05001344,Bolton and Undercliffe,,416827,435257,-1.74592,53.81334,4194166.722,11263.76363,a68b1eb0-e0c3-4d5a-b85e-cc765fc1db96
213,E05001345,Bowling and Barkerend,,417875,432521,-1.73017,53.78871,6021252.06,15267.89367,93ede017-ddfb-4d49-9d45-51117c5a865c
214,E05001346,Bradford Moor,,418752,433681,-1.71678,53.79911,2614261.677,7648.698428,92c1f043-7ee3-49d0-ada3-c1faed4b7e74
215,E05001347,City,,415649,432827,-1.76394,53.79154,4694240.103,11073.65874,805d725b-0bc2-4f9a-bd3c-8e5c36dea4b6
216,E05001348,Clayton and Fairweather Green,,412457,432470,-1.8124,53.78841,5996412.224,16784.7679,687693dc-4519-401c-838b-f017a15cd09d
217,E05001349,Craven,,405326,447253,-1.92039,53.9214,50035360.5,38769.64736,33b03c77-7543-4141-8b6d-bdd8242f0af2
218,E05001350,Eccleshill,,418470,435826,-1.72094,53.8184,3914320.258,10516.74822,85131b91-2f3c-4fbc-919f-c971da9ae8ef
219,E05001351,Great Horton,,413921,431769,-1.79021,53.78207,3291944.311,11292.92225,c2e3577a-2e9e-4bfb-85bb-efa51ea7d425
220,E05001352,Heaton,,413623,435796,-1.79456,53.81828,5541648.431,15061.38569,12539fb5-4aeb-46c0-b8ff-ee37dca48f8b
221,E05001353,Idle and Thackley,,418188,438800,-1.72505,53.84514,9049300.555,17240.21407,eb8b3718-ad5b-4261-9848-5de5bcfabe8d
222,E05001354,Ilkley,,411636,447128,-1.82431,53.92017,18897077.01,21033.736,3bb61cf0-f4a3-4dcb-8914-ef0b66465fcb
223,E05001355,Keighley Central,,405518,442174,-1.91755,53.87575,6085731.429,14769.14383,2a9b6960-274b-4ba9-a896-63376434ffb3
224,E05001356,Keighley East,,408501,442678,-1.87217,53.88024,22891888.49,28584.5914,5ae85a69-a14e-48fd-bfae-de30dda0c617
225,E05001357,Keighley West,,404145,440561,-1.93846,53.86126,7598842.89,15876.66867,df2ec46f-ae4b-460d-bbd1-79a53918db8c
226,E05001358,Little Horton,,415654,431473,-1.76393,53.77937,2661123.7,10419.14909,796556a3-3d01-4c05-accd-0e1ff48fa083
227,E05001359,Manningham,,415217,434547,-1.77041,53.80701,2501894.365,7681.612052,bda0da2d-474b-4fad-9068-d9717ffaf4bc
228,E05001360,Queensbury,,410669,430080,-1.83962,53.76697,9941589.185,20355.39065,b02b8d96-9fee-4577-80cd-52f667dfb88a
229,E05001361,Royds,,414162,428626,-1.7867,53.75382,4898215.315,13254.52057,746e5d8c-0fe8-434a-a926-22ce92773193
230,E05001362,Shipley,,413706,437532,-1.79322,53.83388,5372338.954,14364.42863,eb7a6ac2-e45f-4ebe-9409-4a87713547a2
231,E05001363,Thornton and Allerton,,410309,433760,-1.84496,53.80005,14265697.32,24361.47142,0aabc1e8-18d7-43e8-948f-2f0a41ea44d0
232,E05001364,Toller,,413598,434400,-1.795,53.80573,2244652.388,7110.306953,74f1f249-8f08-4b3c-919d-6aa202b64e61
233,E05001365,Tong,,420289,430357,-1.69367,53.76918,14508815.66,25944.90575,02bc3aaa-d2a3-43f9-8edd-25531e9a4eb3
234,E05001366,Wharfedale,,415324,445420,-1.76825,53.90473,15915629.02,22409.11431,285c7ed7-a838-40ab-91de-b323bc6282e8
235,E05001367,Wibsey,,415252,430062,-1.7701,53.7667,2876680.439,10270.06319,f1c8ebaa-7d0c-421b-bb7f-2b6ea8550d83
236,E05001368,Windhill and Wrose,,416265,437104,-1.75436,53.82996,4268370.432,10683.87329,d6f9677e-9a65-4ca7-b2e2-51b45ded9c16
237,E05001369,Worth Valley,,400891,437324,-1.98794,53.83218,59022101.24,37839.71763,9f2c8def-90eb-454d-b7f3-cd1e8feaad13
238,E05001370,Wyke,,415832,428093,-1.7614,53.74898,7743885.849,14883.89654,26a24511-4f78-4396-816b-7a46aed248ea
239,E05001371,Brighouse,,416141,422553,-1.757,53.69918,11887985.11,25082.061,bc401430-34fe-4ac2-8ca3-95bc622f3dc7
240,E05001372,Calder,,397182,429533,-2.04422,53.76215,104442325.7,56111.03255,3810702a-6abe-4ade-9ebe-052332997e4e
241,E05001373,Elland,,411654,420930,-1.82502,53.68471,9320532.141,17116.21722,9d30fe58-0822-4962-897f-9b6b7a359fa4
242,E05001374,Greetland and Stainland,,407581,420201,-1.88671,53.67823,19259435.19,28547.75508,7be11860-3e57-4825-9fba-48ce058f27e9
243,E05001375,Hipperholme and Lightcliffe,,413672,425988,-1.79425,53.73012,10591528.8,20570.33839,70bb0700-11e1-4985-a0e3-4ff0af2b4421
244,E05001376,Illingworth and Mixenden,,406149,429835,-1.9082,53.76484,15260915.24,21528.59542,1ddded8e-08eb-40d7-aa66-a56a205067f2
245,E05001377,Luddendenfoot,,400906,424228,-1.98775,53.71448,46639669.34,46706.24832,fe975278-8733-416d-ac0c-1d1f055a1f5c
246,E05001378,Northowram and Shelf,,411036,427496,-1.83415,53.74374,13602797.37,18768.48996,0bfc6668-e5c0-40a3-9f63-11f101aee2c6
247,E05001379,Ovenden,,407634,427090,-1.88574,53.74015,3412569.3,10834.41324,0ec46707-9f24-4a1d-ad09-84e39d2770f6
248,E05001380,Park,,408058,425199,-1.87936,53.72315,2215072.559,7571.379281,d06b6e9b-346c-4914-bb89-67aee1d890e6
249,E05001381,Rastrick,,414389,421821,-1.78357,53.69265,4491824.885,9765.547487,d060b4c5-8695-4148-9187-ae56bf10415e
250,E05001382,Ryburn,,401956,418658,-1.97187,53.66441,61856778.91,48313.52683,f0843a76-73fd-4d25-8fb9-8d745ea45878
251,E05001383,Skircoat,,408794,423541,-1.86825,53.70823,3682143.161,9626.95213,fd75785a-2805-46fb-ad38-f3d9b946f1fa
252,E05001384,Sowerby Bridge,,406608,423777,-1.90136,53.71039,3586930.005,13080.82397,e22eee84-e00c-4283-9155-19757c5af0db
253,E05001385,Todmorden,,392508,423327,-2.11497,53.70633,37773613.99,33008.97881,ef71e630-4137-4994-9039-50d393785e4e
254,E05001386,Town,,410380,423884,-1.84421,53.71129,8867574.059,20413.58543,ccbff8c0-bf9a-4832-bc85-fe38e4aaf3f7
255,E05001387,Warley,,406143,426319,-1.90836,53.73324,7070304.536,16178.0935,b48dc1e3-9029-4bd9-8f8d-53994918f3cf
256,E05001389,Ashbrow,,415067,420097,-1.77338,53.67714,11312944.54,17576.45229,2a80248b-ff97-4d72-92e1-4e4a01eaa575
257,E05001390,Batley East,,425816,424374,-1.61031,53.71516,7882791.789,19099.57078,5c8fb748-7cbd-469d-ad7a-01bdb8c32800
258,E05001391,Batley West,,423189,424505,-1.65011,53.71646,4342102.671,12060.97773,978bb7eb-71f0-4067-b6bc-7622424a50af
259,E05001392,Birstall and Birkenshaw,,422148,427419,-1.66567,53.7427,12274729.1,25010.54956,5ad6c1b4-9ca0-4440-8d3b-25da54b8e482
260,E05001393,Cleckheaton,,417859,426402,-1.73076,53.73372,12148363.75,20438.07586,d95bb66b-51af-47da-8001-63b7c9568eae
261,E05001396,Dalton,,417283,418606,-1.73992,53.66367,12883116.49,18777.10926,b9bfe84d-79c1-4a2b-bf06-30a7387839a1
262,E05001397,Denby Dale,,423285,410728,-1.64968,53.59263,41152629.05,35890.78716,99bf74c7-b168-4e1a-a872-68aa7d1e2676
263,E05001398,Dewsbury East,,425671,421753,-1.61273,53.69161,6442243.918,15718.85414,ed887680-42f3-4dfd-824a-c4d5f580391a
264,E05001399,Dewsbury South,,424615,418816,-1.62895,53.66526,14025787.73,19946.04507,acf69b96-483f-4e8b-800b-f0dea38aecdd
265,E05001400,Dewsbury West,,422798,421525,-1.65625,53.68969,5281375.931,13193.43011,bf810c86-0740-4fea-b48e-6261d5b9b742
266,E05001401,Golcar,,410948,416398,-1.83587,53.64399,6145019.59,16035.3219,e655eb86-f581-4dfb-a6ed-3995096a20b2
267,E05001402,Greenhead,,413603,417608,-1.79565,53.6548,4417300.053,11878.37003,23253391-976b-40aa-b84f-8550e9590645
268,E05001403,Heckmondwike,,421448,423333,-1.67657,53.706,5378226.477,11546.90566,f27e1320-6011-4e71-9e60-f461e00e4b51
269,E05001405,Holme Valley South,,412038,406709,-1.81975,53.55688,60409168.2,42998.51447,b525cae1-963f-4a08-b0e0-0449374bc848
270,E05001407,Lindley,,411094,418069,-1.8336,53.65901,7086687.26,16744.51966,eadafe0f-908e-4aff-8442-b8b3ddfba401
271,E05001408,Liversedge and Gomersal,,419148,423774,-1.71138,53.71005,13034071.81,20808.85738,56cf0095-e045-49ff-977c-48f6bf8d8d31
272,E05001409,Mirfield,,420311,419729,-1.69403,53.67365,13529875.92,19931.21829,86547e3f-7778-4c4f-b204-0fd659eb6f8c
273,E05001410,Newsome,,414540,415066,-1.7816,53.63193,8375377.717,16024.41145,8ed23d80-6198-41ac-a326-0c1da20ccb0b
274,E05001444,"Ackworth, North Elmsall and Upton",,445150,415836,-1.31862,53.63712,47147507.72,45246.24068,9a7a48b1-8185-4a12-9f05-ed36dd383eb9
275,E05001445,Airedale and Ferry Fryston,,445489,425696,-1.31205,53.7257,7768286.114,16771.13128,81043101-147a-4d44-8bf4-6ef668e128d6
276,E05001446,Altofts and Whitwood,,439455,424315,-1.40367,53.71378,13150317.09,27277.24117,655f5075-0e4d-4b8f-ae76-d84a45d6bee9
277,E05001447,Castleford Central and Glasshoughton,,443520,425109,-1.34198,53.7206,6977644.048,17450.61527,416a1a68-e651-4595-ad45-6a485b9197cb
278,E05001448,"Crofton, Ryhill and Walton",,436257,415846,-1.45311,53.63789,36496639.36,35617.29106,be9ce317-5536-46ec-a6de-8115b0b02ced
279,E05001449,Featherstone,,441500,420498,-1.3732,53.67932,21536703.29,33210.54425,97b2665c-c27e-4324-9f4e-5fb1b46d1d2d
280,E05001450,Hemsworth,,442383,413980,-1.36072,53.62067,21542851.23,25297.90601,f0bc9a31-91f8-4b36-bae7-dfa6894b8f92
281,E05001451,Horbury and South Ossett,,429439,418898,-1.55594,53.66575,6538257.414,12660.17564,f75d8013-7a24-4f5c-b7a0-4468007fdb75
282,E05001452,Knottingley,,447884,424227,-1.27599,53.71229,12461430,20541.14748,a61edcdd-edd1-4e99-a314-cd3f8d59bf37
283,E05001453,Normanton,,437402,421448,-1.43512,53.68816,12872829.34,23142.14688,c30a341a-2480-406f-85c4-175d0e4e80a2
284,E05001454,Ossett,,427532,420519,-1.58465,53.68042,11898020.96,19484.42673,3eafae94-9135-4b04-b731-5657c9eb834f
285,E05001455,Pontefract North,,445513,422432,-1.31217,53.69637,12417350.86,17952.25787,8b2dd697-1a14-4c8b-b692-a76fa9c3fe67
286,E05001456,Pontefract South,,447134,419392,-1.28808,53.6689,20738648.8,22855.52903,407efd05-cb46-4d34-bb7d-8962548f5823
287,E05001457,South Elmsall and South Kirkby,,445926,410825,-1.30762,53.59201,15220423.54,23340.61187,174c54f1-3ec0-4e7b-9434-99b2ffd03aee
288,E05001458,Stanley and Outwood East,,434990,423976,-1.47136,53.71105,13576571.33,27614.84196,8c86ac33-66ce-4c18-8ab7-13815642bee3
289,E05001459,Wakefield East,,434341,421003,-1.48152,53.68437,5357713.701,16015.36791,d9515d08-6eb6-4d9e-ac5c-1fd49b5fbd52
290,E05001460,Wakefield North,,432209,421206,-1.51378,53.68633,4208430.22,12103.97287,ae332509-4084-4d7f-9d83-4651e742fd34
291,E05001461,Wakefield Rural,,429639,414779,-1.5533,53.62872,43235298.07,41414.37329,53d72542-2b75-4680-8e29-e0fa59db843f
292,E05001462,Wakefield South,,433402,417064,-1.49616,53.64903,8033705.877,16667.9067,e95e5e70-2451-4729-a116-b10f59fa5cfb
293,E05001463,Wakefield West,,431857,419395,-1.51929,53.67008,6608684.5,13682.80224,42c60fe0-cb3b-4368-8ba9-cfe1bfbe6dc4
294,E05001464,Wrenthorpe and Outwood West,,431280,423088,-1.52765,53.7033,10821381.98,17327.26349,cc6c68ec-9111-42aa-a254-c30414636aa1
295,E05001687,Beverley Rural,,497676,442696,-0.51595,53.8713,216513591.5,122924.9573,df42ebfb-c951-403e-8cc2-50b429f2714a
296,E05001688,Bridlington Central and Old Town,,515801,470111,-0.23001,54.11386,49867618.3,44375.77274,8ca6dcef-96e8-4190-bdce-2b699a280a69
297,E05001689,Bridlington North,,523057,470105,-0.11908,54.11212,21808881.38,32686.64403,f3838360-0f07-44e2-8d9c-500d9e31a9cf
298,E05001690,Bridlington South,,516572,466207,-0.21973,54.07862,8298981.164,15301.53513,6f38d067-3122-4513-86ae-b9e09cd9901e
299,E05001691,Cottingham North,,504715,434041,-0.41188,53.79217,9936126.99,20777.09647,c5b5b229-f4ac-4c59-a84a-6ec070a6192c
300,E05001692,Cottingham South,,504333,432138,-0.41832,53.77515,4864896.891,13779.37427,3a22db44-836b-47fd-93bb-805c11e0dd21
301,E05001693,Dale,,495978,431031,-0.5454,53.76681,89817614.85,65434.11612,aa64be47-c197-4949-a805-75b624c4c7a1
302,E05001694,Driffield and Rural,,496493,458597,-0.52892,54.01439,139628577.8,77198.42379,cd1c3106-26be-40bc-b489-ea4d214a574d
303,E05001695,East Wolds and Coastal,,508008,461476,-0.35225,54.03798,382039060.6,136057.6198,0ad81b3b-f5ec-4f96-ac28-abce14908f9e
304,E05001696,Goole North,,475188,425184,-0.86214,53.71768,4603982.985,11490.41315,f8db0ef8-e9ba-4eb0-b397-84359b20a6b4
305,E05001697,Goole South,,473868,423532,-0.88253,53.70302,5561037.946,21191.3775,142cfe49-24a2-47ea-8290-208d1515b96c
306,E05001698,Hessle,,502859,426494,-0.44255,53.72473,5709053.421,11268.90385,b29d18aa-242b-43c3-a1d2-d70ed39a605a
307,E05001699,Howden,,470085,428595,-0.93868,53.74904,21849308.42,29744.18764,32249e30-76df-427f-91ce-7413ee4eb800
308,E05001700,Howdenshire,,480973,432100,-0.7727,53.77896,261942084,110837.9511,771fb07d-3cca-4bd2-8449-84864e3fea07
309,E05001701,Mid Holderness,,519542,436299,-0.18605,53.80927,218161139.1,90905.74373,26d83eab-42bb-4a69-8336-3c9e84380051
310,E05001702,Minster and Woodmansey,,505141,438406,-0.40393,53.8313,20941196.19,25671.2258,6db1c2cb-aaf4-403f-a451-ff8c62e72e5a
311,E05001703,North Holderness,,517267,447286,-0.21639,53.90849,65944653.6,48796.04999,a0d67655-c324-4b98-916f-6586ed8eb46e
312,E05001705,St Mary's,,502373,440156,-0.44539,53.84758,10206389.97,17089.23625,d2b7b97a-a787-4f8b-a06a-cb49918fabe2
313,E05001706,"Snaith, Airmyn, Rawcliffe and Marshland",,474773,419814,-0.86972,53.66948,129756663.2,102551.3442,be9fc28e-3cb7-4950-ab56-a931dac33994
314,E05001707,South East Holderness,,530149,422660,-0.0308,53.68421,189514407.4,88063.48987,c1c6eb3e-6050-458b-b4b3-eac325af9563
315,E05001708,South Hunsley,,498402,427551,-0.50974,53.73509,27805457.61,24247.84564,ff9680fd-1a4f-48d6-9b84-f765112a90b2
316,E05001709,South West Holderness,,520085,425813,-0.18188,53.71494,53267570.06,54035.95235,77cb611d-e0db-4a44-a408-e1ad8d695441
317,E05001710,Tranby,,503460,428424,-0.4328,53.74195,5138169.661,13414.25433,2031341e-0ded-44ba-b368-15d93c2e16cf
318,E05001711,Willerby and Kirk Ella,,502259,429731,-0.45057,53.75394,10448278.32,16590.80222,1f9167de-37c4-458e-b43c-b4057acc44cf
319,E05001713,Croft Baker,,530095,408185,-0.03766,53.5542,2144847.702,6443.630762,b1e8e7e9-edaf-4e48-9410-64837885d241
320,E05001714,East Marsh,,528180,410096,-0.06576,53.57183,2683179.098,7773.156734,cc8750c1-e503-4e92-9552-74bb7781e1fe
321,E05001715,Freshney,,524467,410291,-0.12172,53.57448,4914286.533,12636.60463,49859dd3-e90e-40e6-b78e-209be77a06a4
322,E05001716,Haverstoe,,531014,407199,-0.02421,53.54511,5451182.443,16230.8613,584bd9a7-71c1-4cf1-9ccd-b02a1f17e33d
323,E05001717,Heneage,,528487,407942,-0.06201,53.55241,3695883.144,10822.01724,da00c9f1-0c85-4fad-a9ff-aceeb68e5946
324,E05001718,Humberston and New Waltham,,530300,405692,-0.0356,53.53175,14869508.22,22422.8028,9ac1d15d-f0b3-46d1-8ab4-1390f6b1d2d6
325,E05001719,Immingham,,518680,413420,-0.20788,53.60393,41581717.31,33958.88325,196ebb62-7e50-475b-a126-c99c2d160b88
326,E05001720,Park,,526676,407817,-0.08938,53.55173,4034480.645,11409.42416,b1fb7f11-2109-48e1-9c2c-b2506753f442
327,E05001721,Scartho,,526403,405759,-0.09433,53.5333,3274982.551,10172.13906,4bd18048-99d5-459d-80b6-230e30225cc7
328,E05001722,Sidney Sussex,,529410,409684,-0.04737,53.56783,1920920.027,6635.078827,69250ff8-9597-4e0a-b335-8ee5996157da
329,E05001723,South,,525316,407867,-0.10988,53.5525,2866072.544,8712.133922,777cc92c-c8e8-426d-a650-6893c8996753
330,E05001724,Waltham,,525606,401769,-0.10795,53.49765,17430113.32,22203.70119,d7112ef8-c633-4ebd-a447-1ff0fefa1782
331,E05001725,West Marsh,,526287,410269,-0.09426,53.57385,3731913.246,9292.604708,486b0db5-bb9b-4cb0-85c0-130f99fbc32f
332,E05001726,Wolds,,522769,402989,-0.15021,53.50928,81103681.5,60899.18839,835d6a4e-2d7e-4917-a4f9-65e6718d15dc
333,E05001727,Yarborough,,524602,408678,-0.12033,53.55996,2920451.549,9132.804738,362e9eb8-de0f-44ab-af69-c89e4ab1061e
334,E05002078,Budshead,,248031,59638,-4.14045,50.41688,4587507.577,13675.41417,dc276918-e8ac-4d94-ae64-d28e74e8662e
335,E05002079,Compton,,249158,56556,-4.12336,50.38947,2475750.799,9905.821389,963e8af4-1801-43a6-a88d-c3658f9e6767
336,E05002080,Devonport,,245220,55684,-4.17836,50.38061,3792325.454,17224.66459,3938de88-0b07-4735-9728-fe8a8818c1f7
337,E05002081,Drake,,248113,55331,-4.13755,50.37819,872394.9532,4357.931259,50153b9b-24f3-4f2a-ae79-dbad6bd4c118
338,E05002082,Efford and Lipson,,250591,56269,-4.1031,50.38726,3105476.784,10570.15289,08356e3a-f21d-4799-8fc1-4ff41dbd00c5
339,E05002083,Eggbuckland,,249157,58078,-4.12398,50.40315,3625710.988,9910.51677,6d1ed332-b261-4a2e-851e-9d92a9f3dfe1
340,E05002084,Ham,,246064,57478,-4.16723,50.39695,3365634.123,10071.3837,6687ccc3-eb2d-4aa7-a418-09996e5e8e9f
341,E05002085,Honicknowle,,245723,59360,-4.1728,50.41378,4980465.745,13642.89393,85e878e0-c80a-4101-83d3-029b72bad20f
342,E05002086,Moor View,,250656,59291,-4.10339,50.41443,8362949.814,16598.28456,9202e422-7a6e-48c5-9a79-f514ea53f9f5
343,E05002087,Peverell,,247528,56417,-4.14622,50.3878,2900357.743,9167.825538,885c6715-ed93-4616-9614-c89035d066eb
344,E05002088,Plympton Chaddlewood,,255662,56170,-4.03178,50.38763,1539021.317,6401.869186,99835966-2e6f-498d-91ac-59c4b862e6f2
345,E05002089,Plympton Erle,,253552,55857,-4.06131,50.3843,4075293.446,11268.85304,b5764c10-7e1f-4484-9738-f68115ca87a5
346,E05002090,Plympton St Mary,,253417,57352,-4.0638,50.3977,5495589.56,14071.77212,0f4779dc-3371-4d0f-a951-37e0d4b26e71
347,E05002091,Plymstock Dunstone,,252959,53132,-4.06859,50.35966,6228409.037,15091.55477,5e58ffa9-f2cf-4399-bceb-9830f520f154
348,E05002092,Plymstock Radford,,250621,52804,-4.1013,50.35612,8756159.323,22845.34401,c9751327-59b5-446d-af41-e1168accac62
349,E05002093,St Budeaux,,244505,58063,-4.18939,50.4018,3239889.226,9564.08048,3577cd6f-1686-4756-a614-90ad0f1f98bd
350,E05002094,St Peter and the Waterfront,,247187,54241,-4.15012,50.36816,3066853.105,18602.79892,df9f26fb-d2f1-4245-85e7-69780cc41af9
351,E05002095,Southway,,249032,61394,-4.12708,50.43292,4458248.194,13687.28281,63b1a0d6-15b4-43d9-b288-22d70b9172cf
352,E05002096,Stoke,,246528,55514,-4.1599,50.37943,2195214.772,7923.706304,0ba13631-f0c6-477a-bf5d-a2f04e605274
353,E05002097,Sutton and Mount Gould,,249334,54431,-4.12003,50.37042,2726988.335,10020.09189,e1bb3696-008b-47f1-9c71-31f38c37a4cd
354,E05002212,Belfairs,,583583,187494,0.646845,51.55645,2636659.195,8687.467086,72dac554-e3bb-4540-87c6-52a96bd0db5a
355,E05002213,Blenheim Park,,585109,187393,0.668779,51.55505,2264700.76,7604.1827,f6b1041f-f1e0-4f14-af19-cf962afe3efe
356,E05002214,Chalkwell,,585918,185881,0.679637,51.5412,1616813.8,5265.249343,867ea102-00ef-498c-958a-f56e99ae8327
357,E05002215,Eastwood Park,,583786,188981,0.650547,51.56974,2239068.616,7161.881132,1ba47efc-d94c-4a57-86d3-3a8708b86853
358,E05002216,Kursaal,,589161,185607,0.726199,51.53766,1256006.044,5401.237161,9b6cd162-fd57-405f-8c4e-17cd4bde350c
359,E05002217,Leigh,,584422,186071,0.658188,51.5434,1485918.806,15304.9997,a17b0858-aee7-4878-9b5d-a3afc19d5179
360,E05002218,Milton,,587622,185570,0.704015,51.53784,1634756.33,6415.679399,615a7a7c-4129-4c92-8aef-0e4c465f82ba
361,E05002219,Prittlewell,,586800,187293,0.69309,51.55359,2484842.647,8540.280804,e2b64b7b-3eac-4958-b236-ccd89e9c438d
362,E05002220,St Laurence,,586124,188474,0.683975,51.56442,2941267.291,8869.506668,9ff03693-a6a2-4c83-866c-36a0b48011fc
363,E05002221,St. Luke's,,588870,187438,0.72299,51.55421,3511245.916,10693.92017,3a9919fc-0ed0-493c-b492-01705b4dde28
364,E05002222,Shoeburyness,,594017,185385,0.796009,51.53402,3788179.619,11736.99127,3e64bff5-d8c3-47b8-975c-07208d0daaac
365,E05002223,Southchurch,,591027,186871,0.753758,51.54839,4654718.957,9924.229892,21645a2f-65c4-41be-b195-4214c4de0b35
366,E05002224,Thorpe,,590799,185097,0.749513,51.53253,2759534.669,7654.557658,3bfdfc93-98a3-45b9-9a37-a504bbb9ef75
367,E05002225,Victoria,,588017,186416,0.710155,51.54531,1608503.39,5813.55767,c09fc2ba-3d7b-4c5e-8aca-b17cab4a398f
368,E05002226,Westborough,,586431,186617,0.687416,51.54764,916892.431,4359.947656,530ac1d9-a26f-43c6-be84-ea1b527e7cab
369,E05002227,West Leigh,,582908,186492,0.636598,51.54767,3003301.714,19858.63246,8cf0ca03-2b3b-404e-b640-a8ef9993999c
370,E05002228,West Shoebury,,592689,185305,0.776842,51.53376,2871113.381,10025.61167,5863487c-c847-4af0-b752-c67a2c0f71bd
371,E05002229,Aveley and Uplands,,556293,181011,0.250663,51.50642,10030495.36,19446.47629,b5720e04-ef1a-4d80-b411-950fd301c5b3
372,E05002230,Belhus,,559221,181173,0.29289,51.50706,6278477.752,13689.74859,a880f596-1fa8-40d6-8107-6bd62cede396
373,E05002231,Chadwell St Mary,,564745,179358,0.371569,51.48917,3639881.446,13557.05365,658f2744-e232-474f-935f-bb8f4c212a64
374,E05002232,Chafford and North Stifford,,560022,179830,0.303813,51.49476,2334942.601,8243.182445,8ba869c1-7e87-478e-8254-989e65839cc6
